-3.369548559188842773e+00,-3.995595932006835938e+00
-3.353185176849365234e+00,-4.035813808441162109e+00
-3.314760923385620117e+00,-4.118956565856933594e+00
-3.255847215652465820e+00,-4.240005493164062500e+00
-3.129078388214111328e+00,-4.403152942657470703e+00
-2.916735887527465820e+00,-4.635811805725097656e+00
-2.608425855636596680e+00,-4.921805858612060547e+00
-2.193434000015258789e+00,-5.242907047271728516e+00
-1.750193357467651367e+00,-5.534373283386230469e+00
-1.316410779953002930e+00,-5.782394409179687500e+00
-9.939913153648376465e-01,-5.942286491394042969e+00
-7.366617321968078613e-01,-6.080328464508056641e+00
-4.190611839294433594e-01,-6.180475234985351562e+00
-2.319878339767456055e-01,-6.153049945831298828e+00
1.243330761790275574e-01,-6.096803188323974609e+00
6.510602831840515137e-01,-5.919781208038330078e+00
2.565149307250976562e+00,-5.641108512878417969e+00
3.253080129623413086e+00,-5.512244224548339844e+00
3.715594530105590820e+00,-5.207993507385253906e+00
3.988756179809570312e+00,-4.954086780548095703e+00
4.426520347595214844e+00,-4.172420501708984375e+00
-3.398189306259155273e+00,1.286281585693359375e+00
-3.494595289230346680e+00,1.614178895950317383e+00
-3.702396869659423828e+00,2.081674337387084961e+00
-2.731663465499877930e+00,2.397232294082641602e+00
-2.503859758377075195e+00,2.759511232376098633e+00
2.628567218780517578e+00,4.995749473571777344e+00
2.646003007888793945e+00,5.205148220062255859e+00
2.696014642715454102e+00,5.527482509613037109e+00
2.659680843353271484e+00,5.287497997283935547e+00
2.623245239257812500e+00,4.837988853454589844e+00
-2.899304866790771484e+00,3.221758604049682617e+00
-2.595282554626464844e+00,3.234541177749633789e+00
3.240927219390869141e+00,2.980036973953247070e+00
3.733483791351318359e+00,3.013479471206665039e+00
3.879897594451904297e+00,2.736880779266357422e+00
4.481498718261718750e+00,2.653167009353637695e+00
4.620108127593994141e+00,2.461386680603027344e+00
4.742722988128662109e+00,2.321793317794799805e+00
4.960631370544433594e+00,2.067210674285888672e+00
4.861691951751708984e+00,1.972113251686096191e+00
4.411445140838623047e+00,1.845005989074707031e+00
4.751706123352050781e+00,1.969111561775207520e-01
-2.263670444488525391e+00,1.199305415153503418e+00
4.537336826324462891e+00,-7.692186832427978516e-01
-2.275436639785766602e+00,1.860089659690856934e+00
-2.424547433853149414e+00,1.991183996200561523e+00
-2.279265165328979492e+00,1.909471392631530762e+00
2.502053022384643555e+00,-1.755608916282653809e+00
3.811808824539184570e+00,-1.222657203674316406e+00
2.972478151321411133e+00,-1.067324519157409668e+00
3.030149459838867188e+00,-6.244532465934753418e-01
2.412828058004379272e-01,1.808008365333080292e-02
2.234231472015380859e+00,-3.164994418621063232e-01
2.987015843391418457e-01,4.628281891345977783e-01
1.896491739898920059e-03,6.823002696037292480e-01
1.194833159446716309e+00,3.723185062408447266e-01
2.391122579574584961e+00,1.062830239534378052e-01
3.272466361522674561e-01,9.613007307052612305e-01
1.962904691696166992e+00,1.119766682386398315e-01
5.887452363967895508e-01,4.949238002300262451e-01
1.743031620979309082e+00,-8.400845527648925781e-02
2.316388785839080811e-01,6.299903392791748047e-01
2.582215785980224609e+00,5.967874079942703247e-02
2.122954368591308594e+00,3.606936335563659668e-01
7.795638442039489746e-01,1.060601711273193359e+00
-4.274014383554458618e-02,1.381326436996459961e+00
-4.452265202999114990e-01,1.527319073677062988e+00
2.491765499114990234e+00,8.272387981414794922e-01
2.905757904052734375e+00,6.727880835533142090e-01
3.746368885040283203e-01,1.708937406539916992e+00
2.338004589080810547e+00,1.152119636535644531e+00
7.582103610038757324e-01,1.588963270187377930e+00
2.359678506851196289e+00,9.057912230491638184e-01
1.271435976028442383e+00,1.232225179672241211e+00
-4.538585841655731201e-01,9.000395536422729492e-01
2.695777893066406250e+00,-7.433292865753173828e-01
-4.458499848842620850e-01,-3.253493607044219971e-01
2.765960216522216797e+00,-2.129467725753784180e+00
1.579052358865737915e-01,-2.436421871185302734e+00
1.822138071060180664e+00,-3.359328508377075195e+00
2.031917572021484375e+00,-3.651778936386108398e+00
2.297638893127441406e+00,-3.797864675521850586e+00
1.612307786941528320e+00,-3.906272888183593750e+00
5.658252835273742676e-01,-3.713597774505615234e+00
1.868304729461669922e+00,-4.160179615020751953e+00
7.477387189865112305e-01,-3.706082105636596680e+00
6.771937608718872070e-01,-3.816115140914916992e+00
9.828118681907653809e-01,-4.077366352081298828e+00
1.777053713798522949e+00,-4.486648559570312500e+00
1.319073319435119629e+00,-4.510938644409179688e+00
7.845759391784667969e-01,-4.499953746795654297e+00
1.244355320930480957e+00,-4.743323326110839844e+00
6.885133981704711914e-01,-4.601212501525878906e+00
1.412346959114074707e+00,-4.929264545440673828e+00
3.047838509082794189e-01,-4.518137931823730469e+00
